"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.654607530E2,6.915618896E-2,9.946815491E-1,9.783804474E0
5.654707190E2,7.439529419E-2,9.737251282E-1,9.767638092E0
5.654806840E2,9.849517822E-2,9.792636108E-1,9.761949921E0
5.654906490E2,1.049317932E-1,9.657916260E-1,9.748477936E0
5.655006150E2,1.236428833E-1,9.813592529E-1,9.743388519E0
5.655105800E2,1.435514832E-1,1.018631744E0,9.727820892E0
5.655205460E2,1.407073975E-1,1.006806335E0,9.740245056E0
5.655305110E2,1.356179810E-1,9.984237671E-1,9.752968597E0
5.655404760E2,1.730401611E-1,1.022972717E0,9.821675720E0
5.655504420E2,1.878593445E-1,9.972262573E-1,9.889035645E0
5.655604070E2,1.890568542E-1,9.864486694E-1,9.977801056E0
5.655703730E2,1.660047913E-1,1.006057892E0,1.007929001E1
5.655803380E2,6.122268677E-2,1.045575714E0,1.017179764E1
5.655903040E2,-1.945953369E-2,1.106798401E0,1.018332367E1
5.656002690E2,-9.325607300E-2,1.157393188E0,1.016850449E1
5.656102340E2,-1.483415222E-1,1.173260193E0,1.011731094E1
5.656202000E2,-1.254391479E-1,1.186582489E0,1.004201752E1
5.656301650E2,-3.442840576E-2,1.191671906E0,1.000773880E1
5.656401310E2,5.179229736E-2,1.221459961E0,9.906549225E0
5.656500960E2,7.274871826E-2,1.268312531E0,9.826765137E0
5.656600620E2,-2.559677124E-2,1.304986267E0,9.805209961E0
5.656700270E2,-1.017883301E-1,1.368454285E0,9.812694397E0
5.656799920E2,-1.363664246E-1,1.466051331E0,9.855655060E0
5.656899580E2,-2.127076721E-1,1.456770630E0,9.921817474E0
5.656999230E2,-2.317181396E-1,1.408570862E0,1.000309845E1
5.657098890E2,-1.582209778E-1,1.378932495E0,1.008422974E1
5.657198540E2,-7.334747314E-2,1.355730743E0,1.010683273E1
5.657298190E2,-6.840774536E-2,1.298998718E0,1.003588028E1
5.657397850E2,-4.984634399E-2,1.231788483E0,9.894125061E0
5.657497500E2,6.286926270E-3,1.217118988E0,9.719887390E0
5.657597160E2,7.499404907E-2,1.212179260E0,9.526339874E0
5.657696810E2,6.197113037E-2,1.187779999E0,9.347611542E0
5.657796470E2,5.733078003E-2,1.137334900E0,9.221723328E0
5.657896120E2,1.249900818E-1,1.042432251E0,9.119785309E0
5.657995770E2,2.718347168E-1,9.714797974E-1,9.060508575E0
5.658095430E2,3.966751099E-1,9.138496399E-1,9.021290131E0
5.658195080E2,4.538562012E-1,8.264314270E-1,9.052575073E0
5.658294740E2,4.769082642E-1,7.813751221E-1,9.109157410E0
5.658394390E2,4.894821167E-1,7.632627869E-1,9.176966400E0
5.658494050E2,5.322930908E-1,7.473957825E-1,9.179211731E0
5.658593700E2,5.975573730E-1,7.345225525E-1,9.101972351E0
5.658693350E2,6.620732117E-1,7.048841858E-1,9.073531494E0
5.658793010E2,7.786807251E-1,7.000941467E-1,9.025631104E0
5.658892660E2,9.310638428E-1,7.093748474E-1,8.982520752E0
5.658992320E2,1.075214081E0,7.384144592E-1,8.857979736E0
5.659091970E2,1.131946106E0,7.538323975E-1,8.777147827E0
5.659191628E2,1.154399414E0,7.743397522E-1,8.782536621E0
5.659291278E2,1.176403656E0,8.024812317E-1,8.860225067E0
5.659390928E2,1.124910736E0,8.216413879E-1,9.056017914E0
5.659490588E2,1.053958282E0,8.605604553E-1,9.314829712E0
5.659590238E2,9.517208862E-1,8.671467590E-1,9.544152832E0
5.659689898E2,7.683522034E-1,8.617579651E-1,9.736053772E0
5.659789548E2,5.192701721E-1,8.258326721E-1,9.930499420E0
5.659889198E2,3.016227722E-1,7.957452393E-1,1.008078690E1
5.659988858E2,1.983375549E-1,8.252339172E-1,1.014575180E1
5.660088508E2,1.407073975E-1,8.403524780E-1,1.024364822E1
5.660188168E2,1.628613281E-1,8.571176147E-1,1.033271301E1
5.660287818E2,3.200344849E-1,8.620573425E-1,1.031250504E1
5.660387478E2,4.444258118E-1,8.955876160E-1,1.017149826E1
5.660487128E2,4.905299377E-1,9.265731812E-1,9.945168915E0
5.660586778E2,4.183799744E-1,9.879455566E-1,9.804611206E0
5.660686438E2,2.948867798E-1,1.059945831E0,9.731114044E0
5.660786088E2,1.673519897E-1,1.101110229E0,9.754914551E0
5.660885748E2,3.981719971E-2,1.104553070E0,9.835746460E0
5.660985398E2,-1.109193420E-1,1.068029022E0,9.932744751E0
5.661085058E2,-2.499801636E-1,9.798623657E-1,9.950857086E0
5.661184708E2,-3.112028503E-1,9.059161377E-1,9.914782104E0
5.661284358E2,-3.695814514E-1,8.650511169E-1,9.851912842E0
