"Time (s)","Sound pressure level (dB)"
6.977111858E2,-4.905410287E1
6.978131026E2,-4.948361773E1
6.979195294E2,-4.824576376E1
6.980260392E2,-4.943034244E1
6.981297333E2,-4.790774035E1
6.982362287E2,-4.838888186E1
6.983427000E2,-4.762240711E1
6.984463536E2,NaN
6.985521910E2,-4.733596512E1
6.986577847E2,-4.652982425E1
6.987630765E2,-4.894292479E1
6.988678127E2,-4.675522064E1
6.989742852E2,-4.847992309E1
6.990798450E2,-4.602809775E1
6.991863407E2,-4.836897325E1
6.992929223E2,-5.125415500E1
6.993964597E2,-4.783277154E1
6.995030094E2,-4.668981010E1
6.996095142E2,-4.977082443E1
6.997131611E2,-4.766528378E1
6.998166712E2,-4.816792681E1
6.999232102E2,-4.963337561E1
7.000285047E2,-4.688459900E1
7.001350164E2,-4.828211082E1
7.002415782E2,NaN
7.003465854E2,-4.700516210E1
7.004530153E2,-4.869989647E1
7.005595513E2,-4.846338131E1
7.006632164E2,-4.738742094E1
7.007698032E2,-4.801559854E1
7.008744665E2,-4.905172663E1
7.009799167E2,-4.829657452E1
7.010863355E2,-4.858880706E1
7.011928483E2,-4.787352396E1
7.012966025E2,-4.686266372E1
7.014031395E2,-4.909658703E1
7.015095887E2,-4.893547133E1
7.016133786E2,-4.908324987E1
7.017198722E2,-4.785161701E1
7.018264355E2,-4.848778929E1
7.019299903E2,-4.686129006E1
7.020364527E2,-4.819744266E1
7.021430430E2,-4.809610292E1
7.022466918E2,-4.892249052E1
7.023532136E2,-4.714838150E1
7.024596981E2,-4.820923379E1
7.025633568E2,-4.806032243E1
7.026698234E2,-4.700236105E1
7.027762976E2,-4.747487509E1
7.028801276E2,-4.804570257E1
7.029867639E2,-4.871898616E1
7.030911155E2,-4.705560769E1
7.031965619E2,-4.802715033E1
7.033010750E2,-4.721410387E1
7.034035412E2,-4.928499562E1
7.035099994E2,-4.948622382E1
7.036135355E2,-4.971540754E1
7.037199437E2,-5.032264368E1
7.038266139E2,-4.831772695E1
7.039289161E2,-4.899221988E1
7.040353835E2,-4.928933725E1
7.041412235E2,-4.681017611E1
7.042468366E2,-4.758364508E1
7.043532689E2,-4.742730487E1
7.044552006E2,-4.924905926E1
7.045610330E2,-4.761743213E1
7.046635240E2,-4.948612602E1
7.047700175E2,-4.986248051E1
7.048767017E2,-4.800450681E1
7.049802572E2,-4.791057265E1
7.050869488E2,-4.720968978E1
7.051934312E2,-4.842400141E1
7.052969340E2,-4.916622688E1
7.054034362E2,-4.821365421E1
7.055099423E2,-4.867844232E1
7.056136850E2,-4.915186754E1
7.057201489E2,-4.962863212E1
7.058266344E2,-4.883478344E1
7.059303019E2,-5.073438975E1
7.060368075E2,-4.960326621E1
7.061433122E2,NaN
7.062469904E2,-4.787476606E1
7.063534726E2,-4.773040920E1
7.064599086E2,-4.850926135E1
7.065636684E2,-4.835160927E1
7.066701158E2,-4.799933485E1
7.067721747E2,-4.932298134E1
7.068786787E2,-4.626965815E1
7.069803719E2,-4.900545925E1
7.070869105E2,-4.761054190E1
7.071934435E2,-4.871771225E1
7.072970777E2,-4.874779962E1
7.074036058E2,-4.914359234E1
7.075100790E2,-4.841663511E1
7.076138297E2,-4.819594396E1
7.077203554E2,-4.813296584E1
7.078268894E2,-4.861809050E1
7.079304514E2,-4.867394277E1
7.080371297E2,-5.033260627E1
7.081437279E2,-4.875890348E1
7.082471127E2,NaN
7.083529002E2,-4.800960011E1
7.084593055E2,-4.660867064E1
7.085626132E2,-4.886933504E1
7.086678065E2,-4.743136595E1
7.087743221E2,-4.799105165E1
7.088805888E2,-4.744096948E1
7.089870542E2,-4.935708855E1
7.090889543E2,-4.891564671E1
7.091953766E2,-4.860261213E1
7.092972241E2,-5.053599664E1
7.094038277E2,-4.807137342E1
7.095077156E2,-4.814948262E1
7.096139790E2,-4.822467433E1
7.097204487E2,-4.863428461E1
7.098269475E2,-4.624234927E1
7.099305744E2,-4.837618149E1
7.100370346E2,NaN
7.101428719E2,-4.816846537E1
7.102473718E2,-4.874598898E1
7.103538789E2,-4.698480319E1
7.104603663E2,-4.876182958E1
7.105639788E2,-4.728852032E1
7.106704945E2,-4.840813688E1
7.107770148E2,-4.794207604E1
7.108807407E2,-4.699456971E1
7.109871868E2,-4.765971043E1
7.110937049E2,-4.824400931E1
7.111973800E2,-4.790373976E1
7.113039117E2,-4.775772174E1
7.114104449E2,-4.823083106E1
7.115140677E2,-4.759286868E1
7.116205902E2,-4.839778658E1
7.117270246E2,-4.825795858E1
7.118307495E2,-4.777464123E1
7.119356832E2,-4.867950563E1
7.120414000E2,-4.934207987E1
7.121475457E2,-4.702315951E1
7.122540809E2,-4.982699783E1
7.123593571E2,-4.883537664E1
7.124640975E2,-4.799831677E1
7.125687540E2,-4.799234325E1
7.126717489E2,-4.722440652E1
7.127781030E2,-4.810352969E1
7.128809061E2,-4.851615081E1
7.129874350E2,-4.790382631E1
7.130939266E2,-4.953176440E1
7.131962026E2,-4.769906810E1
7.133026639E2,-4.868386938E1
7.134091551E2,-4.770033052E1
7.135142036E2,-4.819180074E1
7.136206730E2,-5.083893295E1
7.137226374E2,-4.800415385E1
7.138246108E2,-4.746513947E1
7.139309037E2,-4.908366500E1
7.140374377E2,-4.734061790E1
7.141439609E2,-4.941599897E1
7.142476184E2,-4.855387543E1
7.143541872E2,-4.919221959E1
7.144606690E2,-4.900175490E1
7.145642757E2,-4.799649006E1
7.146678623E2,-4.890086102E1
7.147738515E2,-4.779331231E1
7.148796162E2,-4.804545528E1
7.149860727E2,-4.773852008E1
7.150923557E2,-5.049235397E1
7.151976887E2,-5.009650114E1
7.153041682E2,-4.778577129E1
7.154106815E2,-4.882005764E1
7.155143647E2,-4.799339442E1
7.156164694E2,-4.868327763E1
7.157229557E2,-4.928117585E1
7.158248815E2,-4.913383552E1
7.159310631E2,-4.844525737E1
7.160376070E2,-4.713011312E1
7.161440947E2,-5.021066974E1
7.162470838E2,-4.770479348E1
7.163536100E2,-4.888655971E1
7.164600834E2,-4.951841926E1
7.165644199E2,-4.825246370E1
7.166700138E2,-4.815182023E1
7.167766759E2,-4.715224431E1
7.168812584E2,-4.726541175E1
7.169878095E2,-4.728910197E1
7.170942558E2,-4.777034545E1
7.171978247E2,-4.841180654E1
7.173043910E2,-4.855057933E1
7.174109117E2,-5.010083534E1
7.175145068E2,-5.040853119E1
7.176185967E2,-4.763139766E1
7.177252457E2,-5.107117970E1
7.178299447E2,-4.890212830E1
7.179364905E2,-4.908761800E1
7.180429499E2,NaN
7.181479882E2,-4.771811894E1
7.182545365E2,-4.932058895E1
7.183610351E2,-4.996279020E1
7.184645729E2,-4.826787993E1
7.185710840E2,-4.840301867E1
7.186775771E2,-4.873113752E1
7.187812676E2,-4.822516377E1
7.188877169E2,-5.141846126E1
7.189941934E2,-4.911045336E1
7.190980254E2,-4.787409745E1
7.192045955E2,-4.868597677E1
7.193076771E2,-4.729478017E1
7.194132900E2,-4.918177838E1
7.195197210E2,-4.876107793E1
7.196261847E2,-4.815639381E1
7.197313322E2,-4.904753516E1
7.198377834E2,NaN
7.199435343E2,-4.674240144E1
7.200480360E2,-4.966063769E1
7.201544700E2,-4.747496668E1
7.202609391E2,-4.723356720E1
7.203647143E2,-4.626281894E1
7.204711296E2,-4.835242165E1
7.205776245E2,-4.769293196E1
7.206815108E2,-4.824383699E1
7.207880056E2,-4.819607069E1
7.208944803E2,-4.749853339E1
7.209980922E2,-4.796145376E1
7.211043195E2,-4.841140805E1
7.212109662E2,-4.796674954E1
7.213148018E2,-4.642200447E1
7.214212622E2,-4.665742416E1
7.215243156E2,-4.849374975E1
7.216301447E2,-4.705306804E1
7.217366504E2,-4.948096260E1
7.218431409E2,-4.841639186E1
7.219482481E2,-4.631756673E1
7.220538988E2,-4.904780525E1
7.221604654E2,-4.657929691E1
7.222648437E2,-4.588639450E1
7.223702222E2,-4.485976147E1
7.224767206E2,-4.751887178E1
7.225815590E2,-4.737105811E1
7.226880362E2,-4.751013923E1
7.227944697E2,-4.639964785E1
7.228982976E2,-4.755030628E1
7.230047982E2,-4.799698987E1
7.231112560E2,-4.673102719E1
7.232150435E2,-4.897772726E1
7.233210042E2,-4.927322365E1
7.234275079E2,-4.934187555E1
7.235316847E2,-4.797662084E1
7.236381187E2,NaN
7.237439140E2,-4.777952801E1
7.238483190E2,-4.769123495E1
7.239510347E2,-4.616788628E1
7.240576400E2,-4.754596581E1
7.241636385E2,-4.762871497E1
7.242701293E2,-4.878656473E1
7.243720210E2,-4.886573160E1
7.244785160E2,-4.573059052E1
7.245817115E2,-4.963889250E1
7.246882358E2,-4.761993771E1
7.247946983E2,-4.554327729E1
7.248972327E2,-4.639603539E1
7.250021472E2,-4.808778784E1
7.251045722E2,-4.857111196E1
7.252109170E2,-4.734025557E1
7.253151140E2,-4.763418753E1
7.254215655E2,-4.619763284E1
7.255280669E2,-4.766477350E1
7.256317801E2,-4.760264077E1
7.257382266E2,NaN
7.258408982E2,-4.715855721E1
7.259471751E2,-4.812312302E1
7.260509226E2,-4.745984764E1
7.261574863E2,-4.711181715E1
7.262638373E2,-4.805413246E1
7.263702934E2,-4.611289052E1
7.264721518E2,-4.702129986E1
7.265786255E2,-4.835624913E1
7.266819472E2,-4.799913366E1
7.267884315E2,-4.760518075E1
7.268935252E2,-4.899860297E1
7.269972975E2,-4.820667386E1
7.271038197E2,-5.020631317E1
7.272103366E2,-4.800399627E1
7.273152562E2,-4.921531198E1
7.274217602E2,-4.876553633E1
7.275236583E2,-4.933724560E1
7.276301070E2,-4.741502806E1
7.277319450E2,-4.774340011E1
7.278383224E2,NaN
7.279441095E2,-4.649300883E1
7.280474303E2,-4.752443321E1
7.281540145E2,-4.790978690E1
7.282562439E2,-4.646882559E1
7.283627008E2,-4.747391936E1
7.284653227E2,-4.728741799E1
7.285709528E2,-4.731916194E1
7.286774371E2,-4.821274761E1
7.287820178E2,-4.876119263E1
7.288885371E2,-4.992633961E1
7.289949724E2,-4.851013619E1
7.290975401E2,-4.863431577E1
7.292009352E2,-4.613624665E1
7.293074994E2,-4.642181902E1
7.294140495E2,-4.771964486E1
7.295205593E2,-4.729340756E1
7.296239203E2,-4.556503902E1
7.297303710E2,-4.352800096E1
7.298320902E2,-4.584761213E1
7.299385152E2,NaN
7.300410695E2,-4.759778215E1
7.301475045E2,-4.404923726E1
7.302514356E2,-4.420635195E1
7.303579336E2,-4.213624382E1
7.304641053E2,-3.989924884E1
7.305705655E2,-3.871840126E1
7.306770608E2,-3.874336209E1
7.307808680E2,-4.029562998E1
7.308832498E2,-4.251682365E1
7.309897124E2,-4.386191400E1
7.310961867E2,-4.406863357E1
7.311989181E2,-4.543648190E1
7.313008709E2,-4.375031585E1
7.314056390E2,-4.414049070E1
7.315105061E2,-4.553943846E1
7.316156625E2,-4.481172117E1
7.317209063E2,-4.574225282E1
7.318240184E2,-4.518190533E1
7.319265051E2,-4.561131146E1
7.320323925E2,-4.560076066E1
7.321383933E2,-4.502244906E1
7.322398443E2,-4.472685580E1
7.323462791E2,-4.378091778E1
7.324489594E2,-4.502889486E1
7.325554522E2,-4.536842035E1
7.326607757E2,-4.479198987E1
7.327657592E2,-4.426906075E1
7.328722027E2,-4.600972201E1
7.329786683E2,-4.657263804E1
7.330824973E2,-4.561428907E1
7.331890723E2,-4.451072008E1
7.332907156E2,-4.465944213E1
7.333938025E2,-4.240605944E1
7.334990398E2,-4.445294539E1
7.336054842E2,-4.549776065E1
7.337119429E2,-4.684348557E1
7.338158297E2,-4.644102459E1
7.339223701E2,-4.630932621E1
7.340289239E2,-4.525973840E1
7.341324671E2,-4.700317757E1
7.342389912E2,-4.690624105E1
7.343454176E2,-4.766651623E1
7.344491215E2,-4.586987702E1
7.345556490E2,-4.551756915E1
7.346608813E2,-4.750438944E1
7.347658068E2,-4.664866440E1
7.348709110E2,-4.644475700E1
7.349773947E2,-4.610114327E1
7.350825847E2,-4.783603658E1
7.351891537E2,-4.736379544E1
7.352958002E2,-4.652660964E1
7.353992607E2,-4.770123299E1
7.355058742E2,-4.661986171E1
7.356124384E2,-4.459146755E1
7.357158935E2,-4.334888959E1
7.358223632E2,-4.565259294E1
7.359288180E2,-4.691328031E1
7.360326752E2,-4.570322055E1
7.361392375E2,-4.628911383E1
7.362455764E2,NaN
7.363493644E2,-4.706859883E1
7.364519855E2,-4.817518063E1
7.365584831E2,-4.823553305E1
7.366646683E2,-4.717662889E1
7.367711769E2,-4.675991176E1
7.368776897E2,-4.766296309E1
7.369826569E2,-4.647359608E1
7.370891012E2,-4.634124209E1
7.371955496E2,-4.782549893E1
7.372993480E2,-4.664552259E1
7.374058145E2,-4.654387449E1
7.375122731E2,-4.677208108E1
7.376161187E2,-4.532555160E1
7.377226827E2,-4.552715225E1
7.378291975E2,-4.567080892E1
7.379327015E2,-4.546983235E1
7.380392286E2,NaN
7.381450593E2,-4.616138127E1
7.382481134E2,-4.648244028E1
7.383545507E2,-4.582566567E1
7.384610582E2,-4.618137886E1
7.385661017E2,-4.641333096E1
7.386704689E2,-4.707746745E1
7.387730765E2,-4.630723256E1
7.388795884E2,-4.765609160E1
7.389829044E2,-4.643357416E1
7.390894624E2,-4.707659597E1
7.391913318E2,-4.466549292E1
7.392978443E2,-4.591925290E1
7.393995051E2,-4.662065777E1
7.395047556E2,-4.672067665E1
7.396075290E2,-4.633018553E1
7.397140078E2,-4.722777440E1
7.398162945E2,-4.710967338E1
7.399229280E2,-4.620681194E1
7.400295294E2,-4.674069176E1
7.401329172E2,NaN
7.402376768E2,-4.576169757E1
7.403413736E2,-4.736556380E1
7.404474443E2,NaN
7.405496432E2,-4.539399740E1
7.406531897E2,-4.587884461E1
7.407597750E2,-4.419870046E1
7.408650428E2,-4.579330827E1
7.409716488E2,-4.711426106E1
7.410776801E2,-4.650124879E1
7.411830889E2,-4.701444017E1
7.412895908E2,-4.631584318E1
7.413914211E2,-4.629130638E1
7.414952408E2,-4.601328824E1
7.415996970E2,-4.633306290E1
7.417062030E2,-4.854446522E1
7.418126636E2,-4.676320628E1
7.419163855E2,-4.745876101E1
7.420217785E2,-4.533746408E1
7.421283627E2,-4.570906265E1
7.422330718E2,NaN
7.423376336E2,-4.695513403E1
7.424414425E2,-4.652665177E1
7.425475375E2,NaN
7.426497444E2,-4.749020689E1
7.427561522E2,-4.589411658E1
7.428627040E2,-4.632538737E1
7.429664581E2,-4.619342445E1
7.430732603E2,-4.738287333E1
7.431774905E2,-4.734442907E1
7.432832054E2,-4.762337904E1
7.433896353E2,-4.694753135E1
7.434960791E2,-4.724719356E1
7.435998178E2,-4.535794579E1
7.437063464E2,-4.679208455E1
7.438128012E2,-4.599990471E1
7.439165282E2,-4.608153798E1
7.440231689E2,-4.389096037E1
7.441297009E2,-4.420136118E1
7.442332259E2,-4.223881237E1
7.443396453E2,NaN
7.444454515E2,-4.066746764E1
7.445499847E2,-4.195055348E1
7.446564643E2,-4.319361874E1
7.447629441E2,-4.127518166E1
7.448665871E2,-4.183305564E1
7.449730915E2,-4.334182940E1
7.450797742E2,-4.275066986E1
7.451818268E2,-4.299957854E1
7.452833747E2,-4.336178049E1
7.453898481E2,-3.982992518E1
7.454919188E2,-4.340121776E1
7.455983883E2,-4.175364430E1
7.457048399E2,-4.334941685E1
7.458085882E2,-4.365310742E1
7.459150196E2,-4.261827244E1
7.460168172E2,-4.125734856E1
7.461234609E2,-4.091388408E1
7.462250919E2,-4.224835708E1
7.463277917E2,-4.310407751E1
7.464333690E2,-3.912114866E1
7.465398161E2,-4.154758843E1
7.466463073E2,-4.125023103E1
7.467501134E2,-4.054375007E1
7.468565465E2,-4.168138957E1
7.469630625E2,-4.381841241E1
7.470668108E2,-4.170936227E1
7.471733024E2,-3.933760557E1
7.472753770E2,-3.792342475E1
7.473818595E2,-3.932571560E1
7.474835187E2,-3.654679205E1
7.475899440E2,-3.719135545E1
7.476964210E2,-3.915364775E1
7.478001501E2,-4.361910899E1
7.479065952E2,-4.030730952E1
7.480130937E2,-4.529158476E1
7.481168629E2,-4.494826725E1
7.482234102E2,-4.641936803E1
7.483298957E2,-4.555023616E1
7.484335110E2,-4.738879605E1
7.485400207E2,NaN
7.486457801E2,-4.779133968E1
7.487502762E2,-4.848610593E1
7.488566755E2,-4.852721006E1
7.489631089E2,-4.921761682E1
7.490669835E2,-4.689862687E1
7.491734842E2,-4.777409504E1
7.492762057E2,-4.932028731E1
7.493822766E2,-5.007436267E1
7.494887034E2,-4.568520249E1
7.495940625E2,-4.902056133E1
7.497002744E2,-4.928521384E1
7.498041160E2,-4.954794952E1
7.499106024E2,-4.866560825E1
7.500170904E2,-4.908329690E1
7.501236759E2,-4.635575512E1
7.502290631E2,-4.855087253E1
7.503336707E2,-4.842202072E1
7.504375590E2,-4.820052765E1
7.505440734E2,-4.758902169E1
7.506503425E2,-4.744890547E1
7.507567858E2,-4.924818362E1
7.508632938E2,-5.028678366E1
7.509670358E2,-4.881800472E1
7.510699440E2,-4.868103319E1
7.511727095E2,-4.885733023E1
7.512740925E2,-5.073236292E1
7.513802626E2,-4.947711874E1
7.514838145E2,-4.802835398E1
7.515903384E2,-5.025019865E1
7.516941190E2,-4.671164744E1
7.518004715E2,-4.870024599E1
7.519069961E2,-4.747181490E1
7.520134660E2,-4.842457708E1
7.521170454E2,-4.726130606E1
7.522227452E2,-4.992890954E1
7.523291905E2,-4.785509120E1
7.524338515E2,-4.686762020E1
7.525403553E2,-4.685752192E1
7.526468870E2,-4.707741806E1
7.527505332E2,-4.626357726E1
7.528570978E2,-4.746416996E1
7.529636582E2,-4.707909541E1
7.530672717E2,-4.484857569E1
7.531737607E2,-4.679468174E1
7.532766200E2,-4.631956987E1
7.533825797E2,-4.636956438E1
7.534890480E2,-4.846372251E1
7.535955217E2,-4.661261641E1
7.537007305E2,-4.434192667E1
7.538071976E2,-4.163243793E1
7.539136483E2,-4.439669089E1
7.540173646E2,-4.570260213E1
7.541207177E2,-4.633116018E1
7.542271831E2,-4.648043003E1
7.543326822E2,-4.397987486E1
7.544393358E2,NaN
7.545451057E2,-4.264936581E1
7.546493605E2,-4.517637059E1
7.547558453E2,-4.475379737E1
7.548623056E2,-4.394753697E1
7.549674120E2,-4.540561654E1
7.550739131E2,-4.550113308E1
7.551804125E2,-4.526526146E1
7.552839695E2,-4.543417287E1
7.553881380E2,-3.584198487E1
7.554919393E2,-3.931939497E1
7.555984031E2,-4.014904014E1
7.557048445E2,-4.167571506E1
7.558113520E2,-4.303498359E1
7.559175012E2,-4.199447010E1
7.560241201E2,-4.080269774E1
7.561301945E2,-4.561960841E1
7.562340936E2,NaN
7.563399022E2,-4.520581722E1
7.564463436E2,-4.478398565E1
7.565508705E2,-4.440894894E1
7.566574082E2,-4.299648287E1
7.567638684E2,-4.234761732E1
7.568675705E2,-4.218487349E1
7.569740623E2,-4.303272434E1
7.570773872E2,-4.429382796E1
7.571828186E2,-4.077483478E1
7.572863754E2,-4.026304506E1
7.573928679E2,-4.250981053E1
7.574952320E2,-4.233871666E1
7.576008774E2,-4.278806555E1
7.577073328E2,-4.061132308E1
7.578137846E2,-4.252740227E1
7.579176397E2,-4.603641516E1
7.580242406E2,-4.204878792E1
7.581307908E2,-4.138377376E1
7.582342742E2,-4.332275887E1
7.583407438E2,NaN
7.584465605E2,-3.979329080E1
7.585510373E2,-3.468749608E1
7.586575369E2,-3.730069958E1
7.587641124E2,-3.812016280E1
7.588676486E2,-3.958655647E1
7.589741045E2,-4.258476217E1
7.590805882E2,-4.131651517E1
7.591844428E2,-4.115848109E1
7.592860850E2,-4.334601532E1
7.593925775E2,-4.337197974E1
7.594951889E2,-4.391031675E1
7.596010230E2,-4.390489390E1
7.597074740E2,-4.378885756E1
7.598139772E2,-4.106406030E1
7.599177385E2,-4.239828723E1
7.600240320E2,-4.135057591E1
7.601305802E2,-4.182883661E1
7.602344565E2,-4.005214102E1
7.603408190E2,-3.772249056E1
7.604472715E2,-3.887074822E1
7.605512305E2,-4.034387086E1
7.606539526E2,-3.937987087E1
7.607555617E2,-3.742591989E1
7.608595365E2,-3.625276771E1
7.609629321E2,-3.619946447E1
7.610679180E2,-3.799895219E1
7.611744112E2,-3.533835691E1
7.612759587E2,-3.542500412E1
7.613824659E2,-3.438902837E1
7.614845692E2,-3.437022384E1
7.615873670E2,-3.504798594E1
7.616891022E2,-3.385960473E1
7.617955332E2,-3.362998387E1
7.619013042E2,-3.498593661E1
7.620073722E2,-3.499644895E1
7.621110136E2,-3.547110092E1
7.622165838E2,-3.713529110E1
7.623233769E2,-3.752039968E1
7.624296333E2,-3.273761279E1
7.625345505E2,NaN
7.626404052E2,-3.340564653E1
7.627468370E2,-3.553037370E1
7.628512700E2,-3.459147281E1
7.629578194E2,-3.409476153E1
7.630643122E2,-3.558550738E1
7.631679888E2,-3.341180903E1
7.632711699E2,-3.821640337E1
7.633755182E2,-3.440626000E1
7.634819954E2,-3.504856330E1
7.635846776E2,-3.522886435E1
7.636911776E2,-3.943583214E1
7.637976530E2,-3.442548904E1
7.639014135E2,-3.739200191E1
7.640079954E2,-3.290972122E1
7.641145005E2,-3.302899398E1
7.642181559E2,-3.443552070E1
7.643246861E2,-2.829882352E1
7.644308287E2,-3.140188835E1
7.645347314E2,-3.741010329E1
7.646412067E2,NaN
7.647452277E2,-3.714461475E1
7.648514382E2,-3.354116117E1
7.649578911E2,-3.533814116E1
7.650643972E2,-3.863431820E1
7.651681511E2,-3.800456221E1
7.652743609E2,-3.839857182E1
7.653808347E2,-3.862336909E1
7.654847780E2,-3.830496633E1
7.655912525E2,-3.738650424E1
7.656976865E2,-3.616233812E1
7.658015080E2,-3.381419957E1
7.659039859E2,-3.604026795E1
7.660099844E2,-3.793679188E1
7.661140010E2,-3.683332643E1
7.662183015E2,-3.719972428E1
7.663247420E2,-3.781996088E1
7.664311724E2,-3.762036149E1
7.665348778E2,-3.915663860E1
7.666413398E2,-3.935438286E1
7.667439982E2,NaN
7.668497777E2,-3.529710417E1
7.669516724E2,-3.680182396E1
7.670581646E2,-3.678069906E1
7.671606831E2,-3.167199155E1
7.672669452E2,-3.057580857E1
7.673734449E2,-3.472342286E1
7.674799425E2,-3.479825746E1
7.675849781E2,-3.514446147E1
7.676915055E2,-3.789351409E1
7.677980430E2,-3.679504170E1
7.679018025E2,-3.407693722E1
7.680083961E2,-3.281030543E1
7.681149279E2,-3.464410843E1
7.682184475E2,-3.402614924E1
7.683249892E2,-3.111575409E1
7.684314994E2,-3.634072892E1
7.685350561E2,-3.373258986E1
7.686414566E2,-3.733403152E1
7.687452273E2,-3.173909118E1
7.688503766E2,-3.459090708E1
7.689537415E2,-3.854554395E1
7.690603425E2,-3.798333190E1
7.691667835E2,-3.591396025E1
7.692684192E2,-3.916653747E1
7.693702199E2,-3.723714536E1
7.694766378E2,-3.680479673E1
7.695830845E2,-3.170599194E1
7.696852225E2,-3.050570030E1
7.697917002E2,-3.435704358E1
7.698981880E2,-3.189241035E1
7.700018261E2,-3.207050558E1
7.701083609E2,-3.201704724E1
7.702148730E2,-2.897264557E1
7.703185165E2,-2.846151833E1
7.704250903E2,-3.317169144E1
7.705315393E2,-2.910630825E1
7.706339269E2,-2.935216980E1
7.707404282E2,-3.309504664E1
7.708466266E2,-3.387263829E1
7.709519960E2,-3.337515724E1
7.710585077E2,-3.782501779E1
7.711603215E2,-3.707709961E1
7.712668020E2,-3.289584315E1
7.713685722E2,-3.370726363E1
7.714750171E2,-3.514227100E1
7.715814662E2,-3.611454860E1
7.716853500E2,-3.606796419E1
7.717917674E2,-3.452468060E1
7.718983313E2,-2.858222021E1
7.720019756E2,-3.013324295E1
7.721083681E2,-3.206229036E1
7.722148338E2,-3.551055789E1
7.723186621E2,-2.724971553E1
7.724251784E2,-3.362136636E1
7.725316024E2,-3.416052141E1
7.726353198E2,NaN
7.727410863E2,-3.298873781E1
7.728475787E2,-3.334816323E1
7.729521844E2,-3.516101827E1
7.730585620E2,-3.158878235E1
7.731621438E2,-3.594125612E1
7.732674932E2,-3.358846435E1
7.733701866E2,-3.794964716E1
7.734767322E2,-3.187610473E1
7.735831257E2,-3.053018017E1
7.736855922E2,-2.744461064E1
7.737920446E2,-3.403521589E1
7.738980359E2,-3.253926999E1
7.740021370E2,-3.195051366E1
7.741086059E2,-3.369908162E1
7.742106083E2,-3.518625360E1
7.743142780E2,-3.537663935E1
7.744189161E2,-3.580034362E1
7.745254385E2,-3.740329308E1
7.746306735E2,-3.411060529E1
7.747355187E2,-3.416962493E1
7.748422373E2,-3.341149637E1
7.749488056E2,-3.354698399E1
7.750522079E2,-3.437013195E1
7.751586796E2,-3.262807821E1
7.752650914E2,-3.377508777E1
7.753688833E2,-3.481338116E1
7.754705620E2,-3.688851663E1
7.755770714E2,-3.424798565E1
7.756835346E2,-3.452485689E1
7.757900544E2,-3.721789950E1
7.758965979E2,-3.832423165E1
7.760022632E2,-3.526142879E1
7.761086133E2,-3.544027691E1
7.762151182E2,-3.829728226E1
7.763179115E2,-3.515875051E1
7.764244668E2,-3.502179261E1
7.765309522E2,-3.682414113E1
7.766356732E2,-4.104416554E1
7.767421388E2,-3.755653406E1
7.768485952E2,-4.086676903E1
7.769524507E2,-3.935018283E1
7.770571620E2,-3.972950235E1
7.771633781E2,-3.692314342E1
7.772690275E2,-3.920381883E1
7.773714444E2,-3.522561578E1
7.774780028E2,-3.729678530E1
7.775844457E2,-3.970433031E1
7.776872402E2,-3.766230758E1
7.777936650E2,-3.809036592E1
7.779001743E2,-3.481876024E1
7.780024938E2,-3.665519069E1
7.781072039E2,-3.877938575E1
7.782137252E2,-3.932185774E1
7.783191439E2,-3.756131015E1
7.784256777E2,-4.103715323E1
7.785321362E2,-3.899073547E1
7.786357762E2,NaN
7.787416101E2,-4.005982026E1
7.788480943E2,-3.374010617E1
7.789525366E2,-3.721617238E1
7.790590234E2,-3.715065871E1
7.791654873E2,-3.977999997E1
7.792691843E2,-3.927469078E1
7.793755592E2,-3.796413371E1
7.794820437E2,-3.856695327E1
7.795858842E2,-3.963704990E1
7.796924109E2,-3.888112085E1
7.797989651E2,-3.911078651E1
7.799041026E2,-3.801511935E1
7.800103676E2,-3.874562018E1
7.801168255E2,-4.006341944E1
7.802193633E2,-3.865086651E1
7.803239825E2,-3.953237313E1
7.804277021E2,-3.967590832E1
7.805338740E2,-3.887802378E1
7.806359573E2,-3.801307119E1
7.807423718E2,NaN
7.808482245E2,-3.413443628E1
7.809527245E2,-3.597487014E1
7.810593204E2,-3.796742940E1
7.811657424E2,-3.542861689E1
7.812693460E2,-3.633336204E1
7.813755264E2,-3.795677800E1
7.814819782E2,-3.937394643E1
7.815847373E2,-3.781586753E1
7.816912460E2,-3.955461800E1
7.817977376E2,-3.678603188E1
7.819027304E2,-3.935342950E1
7.820092249E2,-3.981360935E1
7.821111575E2,-3.728475144E1
7.822137192E2,-3.974985004E1
7.823188901E2,-4.006334535E1
7.824238371E2,-3.874106051E1
7.825303541E2,-3.875789249E1
7.826361825E2,-3.984101139E1
7.827426752E2,-3.888631825E1
7.828491868E2,-3.604511018E1
7.829528766E2,-3.875032431E1
7.830587840E2,-3.921911306E1
7.831652070E2,-4.005306430E1
7.832694890E2,-4.088207515E1
7.833755164E2,-3.977843414E1
7.834820237E2,-3.922583436E1
7.835861718E2,-3.896580881E1
7.836926381E2,-4.042871103E1
7.837992099E2,-3.839562382E1
7.839028831E2,-4.158895917E1
7.840093703E2,-3.995683831E1
7.841159938E2,-3.823258754E1
7.842196656E2,-3.964808234E1
7.843212083E2,-3.838019021E1
7.844277457E2,-3.900423127E1
7.845341818E2,-4.002488368E1
7.846362724E2,-3.885681667E1
7.847427845E2,-3.711854804E1
7.848492495E2,-3.713754670E1
7.849530660E2,-3.751530933E1
