"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.448085208E0,7.689509583E-1,-5.792953491E-2,9.855205994E0
3.458050208E0,6.219566345E-1,-1.496887207E-2,9.860145721E0
3.468015208E0,2.032772827E-1,3.076103210E-1,9.668693848E0
3.477981208E0,-2.486329651E-1,5.673202515E-1,1.000938538E1
3.487946208E0,-8.054750061E-1,6.230044556E-1,9.810598755E0
3.497912208E0,-5.924679565E-1,5.620811462E-1,9.612560577E0
3.507877208E0,1.101708984E0,-3.502716064E-2,1.002330643E1
3.517842208E0,-1.871109009E-2,3.513194275E-1,9.823022919E0
3.527808208E0,-3.936813354E-2,4.569996643E-1,9.648635559E0
3.537773208E0,5.261558533E-1,-2.784210205E-2,9.922416229E0
3.547739208E0,7.424560547E-2,-2.773731995E-1,9.810748444E0
3.557704208E0,3.394940186E-1,-3.082090759E-1,9.643246765E0
3.567669208E0,9.131011963E-1,-3.835025024E-1,9.879006500E0
3.577635208E0,1.085542603E0,-3.249742126E-1,9.751771088E0
3.587600208E0,1.153950348E0,-2.218386841E-1,9.647288361E0
3.597565208E0,1.252744904E0,-2.945874023E-1,9.742340698E0
3.607531208E0,1.113833771E0,-4.426295471E-1,9.749974823E0
3.617496208E0,8.241860962E-1,-5.056484985E-1,9.739945679E0
3.627462208E0,2.384541321E-1,1.416055298E-1,9.756561127E0
3.637427208E0,3.287164307E-1,1.778302002E-1,9.751621399E0
3.647392208E0,3.092568970E-1,9.086105347E-2,9.748777313E0
3.657358208E0,3.156935120E-1,1.405577087E-1,9.797126770E0
3.667323208E0,3.351530457E-1,1.095721436E-1,9.831106110E0
3.677288208E0,3.037184143E-1,1.240919495E-1,9.658515015E0
3.687254208E0,2.707868958E-1,1.175056458E-1,9.761051788E0
3.697219208E0,2.532733154E-1,1.335223389E-1,9.767338715E0
3.707185208E0,2.395019531E-1,1.191522217E-1,9.774224396E0
3.717150208E0,2.173480225E-1,1.589694214E-1,9.794432373E0
3.727115208E0,1.175056458E-1,-2.495310974E-1,9.740245056E0
3.737081208E0,8.023315430E-2,-5.560935974E-1,9.725126495E0
3.747046208E0,-9.289682007E-1,9.131011963E-2,9.785750427E0
3.757011208E0,-1.240171051E0,-4.773573303E-1,9.790241089E0
3.766977208E0,-2.409988403E-2,2.465373230E-1,9.800719299E0
3.776942208E0,1.546883240E0,9.689350891E-1,9.858648834E0
3.786908208E0,2.405647430E0,9.529183960E-1,9.967173157E0
3.796873208E0,-4.775070190E-2,-5.089416504E-2,9.895023193E0
3.806838208E0,1.908531189E-1,7.140151978E-2,9.907297668E0
3.816804208E0,2.454895020E-1,9.026229858E-2,9.997709656E0
3.826769208E0,1.692979431E-1,7.200027466E-2,9.936636658E0
3.836734208E0,1.688488770E-1,1.640588379E-1,9.958940277E0
3.846700208E0,1.170565796E-1,4.849914551E-2,1.006162674E1
3.856665208E0,2.865042114E-1,1.038839722E-1,1.060050613E1
3.866631208E0,1.061293030E-1,1.669029236E-1,9.970466309E0
3.876596208E0,-6.213578796E-1,3.279679871E-1,7.337142334E0
3.886561208E0,1.252894592E-1,1.874102783E-1,1.025292892E1
3.896527208E0,2.912942505E-1,7.544311523E-2,1.039692947E1
3.906492208E0,3.394940186E-1,3.712280273E-2,1.058389069E1
