"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.552318321E2,5.233536005E1,4.860626361E0,-2.272691904E-1,2.670173848E0,2.696883726E2,4.904026625E0,3.057833871E0
2.562318161E2,5.233535417E1,4.860593883E0,-2.039692365E-1,2.284652842E0,2.688649913E2,4.785901594E0,3.015709526E0
2.572317998E2,5.233535101E1,4.860577319E0,-2.574717170E-1,1.404015876E0,2.681845953E2,4.690373901E0,3.000000000E0
2.582317849E2,5.233535178E1,4.860562482E0,-3.624942154E-1,1.111451602E0,2.689254985E2,4.670507056E0,3.000000000E0
2.592317700E2,5.233534826E1,4.860540098E0,-1.536430772E-1,1.367598198E0,2.690474856E2,4.660922734E0,3.000000000E0
2.602317553E2,5.233534894E1,4.860505574E0,-5.542756058E-3,2.093688699E0,2.691124697E2,4.629364583E0,3.000000000E0
2.612317417E2,5.233534912E1,4.860483098E0,-6.093020644E-1,1.504882564E0,2.697751502E2,4.574821909E0,3.000000000E0
2.622317288E2,5.233535247E1,4.860489424E0,-2.489926703E-1,1.703678608E-1,2.714460231E2,4.698277610E0,3.000000000E0
2.632317151E2,5.233535763E1,4.860488365E0,7.426886726E-2,1.634556915E-1,2.714460221E2,4.840059208E0,3.005927819E0
2.642317020E2,5.233536080E1,4.860481521E0,6.259237789E-2,4.572312546E-1,2.714460165E2,4.922922882E0,3.045834164E0
2.652316896E2,5.233536505E1,4.860469817E0,1.473891148E-1,9.701088404E-1,2.714460071E2,4.990627312E0,3.033819909E0
2.662316773E2,5.233536898E1,4.860424516E0,-7.399572060E-4,2.350434314E0,2.723985826E2,5.058989543E0,3.029384037E0
2.672316649E2,5.233537127E1,4.860366668E0,-3.331342684E-1,3.331200060E0,2.725263174E2,5.036322427E0,3.000000000E0
2.682316523E2,5.233537332E1,4.860314442E0,-3.663458265E-1,3.428624453E0,2.710559022E2,5.115483594E0,3.072161051E0
2.692316408E2,5.233537462E1,4.860267786E0,-5.024412293E-1,3.218293548E0,2.713129124E2,5.054724322E0,3.077181135E0
2.702316293E2,5.233537188E1,4.860242600E0,-3.415504796E-1,2.258985898E0,2.707273127E2,4.998867628E0,3.026360353E0
2.712316183E2,5.233526848E1,4.860234775E0,-4.276370592E-1,1.246334603E0,2.698610535E2,5.049182174E0,3.029819893E0
2.722316072E2,5.233526847E1,4.860230923E0,-2.263915082E-1,6.023761771E-1,2.698610535E2,4.978446968E0,3.000000000E0
2.732315954E2,5.233526871E1,4.860237381E0,-1.555375764E-1,6.804378332E-2,2.700000000E2,1.273123125E1,3.000000000E0
2.742315856E2,5.233526847E1,4.860231809E0,-2.133219652E-1,1.141624607E-1,2.698610535E2,1.172817834E1,3.000000000E0
2.752315747E2,5.233526847E1,4.860231250E0,-3.382169493E-1,0.000000000E0,2.698610535E2,1.123343438E1,3.000000000E0
2.762315639E2,5.233526847E1,4.860231250E0,-3.382169493E-1,0.000000000E0,2.698610535E2,1.123343438E1,3.000000000E0
2.772315539E2,5.233526847E1,4.860231250E0,-3.382169493E-1,0.000000000E0,2.698610535E2,1.123343436E1,3.000000000E0
2.782315437E2,5.233526847E1,4.860231250E0,-3.382169493E-1,0.000000000E0,2.698610535E2,1.123343436E1,3.000000000E0
2.792315334E2,5.233526847E1,4.860231250E0,-3.382169493E-1,0.000000000E0,2.698610535E2,1.123343435E1,3.000000000E0
2.802315227E2,5.233526847E1,4.860231250E0,-3.382169493E-1,0.000000000E0,2.698610535E2,1.123343435E1,3.000000000E0
2.812315137E2,5.233526847E1,4.860231250E0,-3.382169493E-1,0.000000000E0,2.698610535E2,1.123343435E1,3.000000000E0
2.822315038E2,5.233526871E1,4.860220872E0,-2.993278475E-1,5.912055996E-2,2.700000000E2,9.932928193E0,3.000000000E0
2.832314938E2,5.233526871E1,4.860211006E0,-3.440205334E-1,6.292477644E-1,2.700000000E2,9.985823114E0,3.000000000E0
2.842314845E2,5.233526871E1,4.860181343E0,-4.142996445E-1,1.820482601E0,2.700000000E2,9.669475950E0,3.000000000E0
2.852314750E2,5.233526871E1,4.860131734E0,-3.244222440E-1,2.976066938E0,2.700000000E2,9.416466215E0,3.000000000E0
